"annotation","Module","identifier","InChiKey","ion_species","mz","ret_time","ESI_mode","Formula","Super.class","Main.class","Sub.class","Pubchem_CID_final","Pubchem_CID_direct","Pubchem_CID_refmet","CID_agree","CHEBI_ID","HMDB_ID","LM_ID","KEGG_ID","INCHI_KEY","REFMET_ID"
"LPC 15:0","midnightblue","0.53_482.32","RJZVWDTYEWCUAR-JOCHJYFZSA-N","[M+H]+",482.3238,0.529,"ESI pos","C23H48NO7P","Glycerophospholipids","Glycerophosphocholines","LPC",24779458,24779458,NA,"only_direct","","","","","","RM0017309"
"LPC 16:0","midnightblue","0.66_496.34_0.66_518.32","ASWBNKHCZGQVJV-HSZRJFAPSA-N","[M+H]+_[M+Na]+",NA,0.658,"ESI pos","C24H50NO7P","Glycerophospholipids","Glycerophosphocholines","LPC",460602,460602,NA,"only_direct","","","","","","RM0134475"
"LPC 16:1","midnightblue","0.47_494.32","LFUDDCMNKWEORN-ZXEGGCGDSA-N","[M+H]+",494.3238,0.473,"ESI pos","C24H48NO7P","Glycerophospholipids","Glycerophosphocholines","LPC",24779461,24779461,NA,"only_direct","","","","","","RM0048603"
"LPC 17:0","midnightblue","0.81_510.36","SRRQPVVYXBTRQK-XMMPIXPASA-N","[M+H]+",510.3552,0.812,"ESI pos","C25H52NO7P","Glycerophospholipids","Glycerophosphocholines","LPC",24779463,24779463,NA,"only_direct","","","","","","RM0134474"
"LPC 18:0","midnightblue","1.00_524.37_1.00_546.35","IHNKQIMGVNPMTC-RUZDIDTESA-N","[M+H]+_[M+Na]+",NA,0.999,"ESI pos","C26H54NO7P","Glycerophospholipids","Glycerophosphocholines","LPC",497299,497299,NA,"only_direct","","","","","","RM0106163"
"LPC 18:1","midnightblue","0.72_522.36_0.72_544.34","YAMUFBLWGFFICM-PTGWMXDISA-N","[M+H]+_[M+Na]+",NA,0.7175,"ESI pos","C26H52NO7P","Glycerophospholipids","Glycerophosphocholines","LPC",16081932,16081932,NA,"only_direct","","","","","","RM0042845"
"LPC 20:1","midnightblue","1.05_550.39","GJTDRNFWIDPARY-GTPZACKGSA-N","[M+H]+",550.3862,1.05,"ESI pos","C28H56NO7P","Glycerophospholipids","Glycerophosphocholines","LPC",24779475,24779475,NA,"only_direct","","","","","","RM0048599"
"LPC O-22:0","midnightblue","1.64_566.45","XFOSVRQLSZRDHZ-UHFFFAOYSA-N","[M+H]+",566.4537,1.642,"ESI pos","C30H64NO6P","Glycerophospholipids","Glycerophosphocholines","O-LPC",164473510,164473510,NA,"only_direct","","","","","","RM0097834"
"LPC O-24:1","midnightblue","1.65_592.47","LANVDNZVFGFCTB-PFONDFGASA-N","[M+H]+",592.4696,1.647,"ESI pos","C32H66NO6P","Glycerophospholipids","Glycerophosphocholines","O-LPC",164321489,164321489,NA,"only_direct","","","","","","RM0007364"
"PC 36:2","orange","2.39_786.60_2.39_808.58","SNKAWJBJQDLSFF-NVKMUCNASA-N","[M+H]+_[M+Na]+",NA,2.392,"ESI pos","C44H84NO8P","Glycerophospholipids","Glycerophosphocholines","PC",10350317,10350317,NA,"only_direct","","","","","","RM0134818"
"PC 36:4 Isomer A","orange","1.98_782.57_1.98_804.55","NKQPOVROGSWLTO-NVPMBMBWSA-N","[M+H]+_[M+Na]+",NA,1.983,"ESI pos","C44H80NO8P","Glycerophospholipids","Glycerophosphocholines","PC",52922783,52922783,NA,"only_direct","","","","","","RM0010761"
"PC O-32:1","orange","2.44_718.58","BXQUYBIIGCTQFV-VLGSPTGOSA-N","[M+H]+",718.5751,2.444,"ESI pos","C40H80NO7P","Glycerophospholipids","Glycerophosphocholines","O-PC",138131771,138131771,NA,"only_direct","","","","","","RM0052166"
"PC P-34:1 or PC O-34:2","orange","2.30_744.59","MBRHHFWRXQYYAN-JEPFLRBFSA-N","[M+H]+",744.5909,2.299,"ESI pos","C42H82NO7P","Glycerophospholipids","Glycerophosphocholines","O-PC",70698781,70698781,NA,"only_direct","","","","","","RM0033106"
"PC P-34:2 or PC O-34:3","orange","2.25_742.57","QEWRXEALGMKRGP-MZWPLUPDSA-N","[M+H]+",742.5748,2.254,"ESI pos","C42H80NO7P","Glycerophospholipids","Glycerophosphocholines","O-PC",24779293,24779293,NA,"only_direct","","","","","","RM0052754"
"PC P-36:1 or PC O-36:2 B","orange","2.69_772.62","ZYLPVUZBZNMVMR-ZBBHDILGSA-N","[M+H]+",772.6205,2.694,"ESI pos","C44H86NO7P","Glycerophospholipids","Glycerophosphocholines","O-PC",52923754,52923754,NA,"only_direct","","","","","","RM0052630"
"PC P-36:1 or PC O-36:2 B","orange","2.69_772.62","ZYLPVUZBZNMVMR-ZBBHDILGSA-N","[M+H]+",772.6205,2.694,"ESI pos","C44H86NO7P","Glycerophospholipids","Glycerophosphocholines","O-PC",52923754,52923754,NA,"only_direct","","","","","","RM0052630"
"PC P-36:2 or PC O-36:3","orange","2.49_770.61","DIHWZUCEXWUHOD-IIVNATNGSA-N","[M+H]+",770.6055,2.486,"ESI pos","C44H84NO7P","Glycerophospholipids","Glycerophosphocholines","O-PC",53480801,53480801,NA,"only_direct","","","","","","RM0051673"
"LPC 18:2","paleturquoise","0.55_578.35","SPJFYYJXNPEZDW-FTJOPAKQSA-N","[M+Hac-H]-",578.346,0.551,"ESI neg","C26H50NO7P","Glycerophospholipids","Glycerophosphocholines","LPC",11005824,11005824,NA,"only_direct","","","","","","RM0048598"
"LPC 20:3","paleturquoise","0.61_546.35","BBNHCUBQEQJHIG-FZZJNMCHSA-N","[M+H]+",546.3548,0.611,"ESI pos","C28H52NO7P","Glycerophospholipids","Glycerophosphocholines","LPC",52924055,52924055,NA,"only_direct","","","","","","RM0134469"
"LPC 20:4","paleturquoise","0.51_544.34","GOMVPVRDBLLHQC-VEJNOCSESA-N","[M+H]+",544.3398,0.509,"ESI pos","C28H50NO7P","Glycerophospholipids","Glycerophosphocholines","LPC",53480469,53480469,NA,"only_direct","","","","","","RM0048636"
"LPC 20:5","paleturquoise","0.40_542.32","PDIGSOAOQOXRDU-WJPZTBRDSA-N","[M+H]+",542.3249,0.4,"ESI pos","C28H48NO7P","Glycerophospholipids","Glycerophosphocholines","LPC",11757087,11757087,NA,"only_direct","","","","","","RM0106165"
"LPC 22:6","paleturquoise","0.48_568.34","LSOWKZULVQWMLY-APPDJCNMSA-N","[M+H]+",568.339,0.482,"ESI pos","C30H50NO7P","Glycerophospholipids","Glycerophosphocholines","LPC",10415542,10415542,NA,"only_direct","","","","","","RM0134493"
"PE 16:1_18:1","pink","2.26_714.51","HGDJXBPLHZFXGO-LBXGSASVSA-N","[M-H]-",714.5061,2.259,"ESI neg","C39H74NO8P","Glycerophospholipids","Glycerophosphoethanolamines","PE",134735007,134735007,NA,"only_direct","","","","","","RM0134804"
"PE 34:1","pink","2.46_716.52","RECBGBLFDMTQRS-SGEDCAFJSA-N","[M-H]-",716.5223,2.456,"ESI neg","C39H76NO8P","Glycerophospholipids","Glycerophosphoethanolamines","PE",134763376,134763376,NA,"only_direct","","","","","","RM0134794"
"PE 34:2","pink","2.21_716.52_2.21_738.51","HBZNVZIRJWODIB-NHCUFCNUSA-N","[M+H]+_[M+Na]+",NA,2.2095,"ESI pos","C39H74NO8P","Glycerophospholipids","Glycerophosphoethanolamines","PE",9546747,9546747,NA,"only_direct","","","","","","RM0001239"
"PE 34:2","pink","2.21_716.52_2.21_738.51","HBZNVZIRJWODIB-NHCUFCNUSA-N","[M+H]+_[M+Na]+",NA,2.2095,"ESI pos","C39H74NO8P","Glycerophospholipids","Glycerophosphoethanolamines","PE",46891780,46891780,NA,"only_direct","","","","","","RM0001239"
"PE 36:1","pink","2.64_746.57","JQKOHRZNEOQNJE-ZZEZOPTASA-N","[M+H]+",746.5693,2.642,"ESI pos","C41H80NO8P","Glycerophospholipids","Glycerophosphoethanolamines","PE",9546734,9546734,NA,"only_direct","","","","","","RM0029366"
"PE 36:1","pink","2.64_746.57","JQKOHRZNEOQNJE-ZZEZOPTASA-N","[M+H]+",746.5693,2.642,"ESI pos","C41H80NO8P","Glycerophospholipids","Glycerophosphoethanolamines","PE",25244969,25244969,NA,"only_direct","","","","","","RM0029366"
"PE 36:2","pink","2.43_744.55",NA,"[M+H]+",744.5533,2.426,"ESI pos","C41H78NO8P","Glycerophospholipids","Glycerophosphoethanolamines","PE",NA,NA,NA,"both_missing","","","","","","RM0134780"
"PE 36:3","pink","2.29_740.52","GKAFCSRKMWFPSJ-RQOIEFAZSA-N","[M-H]-",740.522,2.287,"ESI neg","C41H76NO8P","Glycerophospholipids","Glycerophosphoethanolamines","PE",25245362,25245362,NA,"only_direct","","","","","","RM0044082"
"PE O-16:1_18:1","pink","2.52_702.54","RFPQMVKZNQOUGY-KXYOHKLBSA-N","[M+H]+",702.544,2.518,"ESI pos","C39H76NO7P","Glycerophospholipids","Glycerophosphoethanolamines","O-PE",138251610,138251610,NA,"only_direct","","","","","","RM0134798"
"PE O-16:1_18:2","pink","2.32_700.53","RIQAKBUOHSSMTC-PNBIJBBKSA-N","[M+H]+",700.5272,2.321,"ESI pos","C39H74NO7P","Glycerophospholipids","Glycerophosphoethanolamines","O-PE",138252555,138252555,NA,"only_direct","","","","","","RM0135962"
"PE P-34:1 or PE O-34:2","pink","2.58_700.53","ZOSSFCIAXYNTHL-CSTBBDSDSA-N","[M-H]-",700.5286,2.576,"ESI neg","C39H76NO7P","Glycerophospholipids","Glycerophosphoethanolamines","O-PE",53480893,53480893,NA,"only_direct","","","","","","RM0055691"
"PE P-36:1 or PE O-36:2","pink","2.76_730.57",NA,"[M+H]+",730.5729,2.759,"ESI pos","C41H80NO7P","Glycerophospholipids","Glycerophosphoethanolamines","O-PE",NA,NA,NA,"both_missing","","","","","","RM0009118"
"PE P-36:2 or PE O-36:3","pink","2.55_728.56","CFANDHZPOSNKNO-UDHSZFGOSA-N","[M+H]+",728.5591,2.551,"ESI pos","C41H78NO7P","Glycerophospholipids","Glycerophosphoethanolamines","O-PE",53480897,53480897,NA,"only_direct","","","","","","RM0009566"
"Phosphatidylethanolamine alkenyl 18:0-18:2","pink","2.60_726.55","QBAQUPWJTLVJBD-CZAAGYDRSA-N","[M-H]-",726.5476,2.599,"ESI neg","","Glycerophospholipids","Glycerophosphoethanolamines","PE",134760121,134760121,NA,"only_direct","-","-","-","-","-","-"
"PS 36:1","pink","2.31_788.54","AJFWREUFUPEYII-UHFFFAOYSA-N","[M-H]-",788.5434,2.308,"ESI neg","C42H80NO10P","Glycerophospholipids","Glycerophosphoserines","PS",72367180,72367180,NA,"only_direct","","","","","","RM0057743"
"PS 36:1","pink","2.31_788.54","AJFWREUFUPEYII-UHFFFAOYSA-N","[M-H]-",788.5434,2.308,"ESI neg","C42H80NO10P","Glycerophospholipids","Glycerophosphoserines","PS",72367181,72367181,NA,"only_direct","","","","","","RM0057743"
"PS 38:3","pink","2.17_812.54","WHUMBFDYURAXQS-UHFFFAOYSA-N","[M-H]-",812.5438,2.174,"ESI neg","C44H80NO10P","Glycerophospholipids","Glycerophosphoserines","PS",163173458,163173458,NA,"only_direct","","","","","","RM0057509"
"TG 44:0","purple","3.85_768.71","UXWDTZNNQVHGSG-UHFFFAOYSA-N","[M+NH4]+",768.7053,3.848,"ESI pos","C47H90O6","Glycerolipids","Triradylglycerols","TAG",14169768,14169768,NA,"only_direct","","","","","","RM0134266"
"TG 46:0","purple","3.96_796.74","JWVXCFSNEOMSHH-UHFFFAOYSA-N","[M+NH4]+",796.7388,3.965,"ESI pos","C49H94O6","Glycerolipids","Triradylglycerols","TAG",4099879,4099879,NA,"only_direct","","","","","","RM0134258"
"TG 46:1","purple","3.82_794.72","RSDIQTNCDWUNDP-VHXPQNKSSA-N","[M+NH4]+",794.7237,3.819,"ESI pos","C49H92O6","Glycerolipids","Triradylglycerols","TAG",11764207,11764207,NA,"only_direct","","","","","","RM0111561"
"TG 48:0","purple","4.11_829.72_4.11_824.77","PVNIQBQSYATKKL-UHFFFAOYSA-N","[M+Na]+_[M+NH4]+",NA,4.1115,"ESI pos","C51H98O6","Glycerolipids","Triradylglycerols","TAG",11147,11147,NA,"only_direct","","","","","","RM0134259"
"TG 48:1","purple","3.97_827.71_3.97_822.75","FEKLSEFRUGWUOS-DLOIZKPKSA-N","[M+Na]+_[M+NH4]+",NA,3.97,"ESI pos","C51H96O6","Glycerolipids","Triradylglycerols","TAG",9543986,9543986,NA,"only_direct","","","","","","RM0134225"
"TG 48:2","purple","3.83_825.69_3.84_820.74","RUOVJPPUXXFZPC-YZEIBMOJSA-N","[M+Na]+_[M+NH4]+",NA,3.8335,"ESI pos","C51H94O6","Glycerolipids","Triradylglycerols","TAG",9543987,9543987,NA,"only_direct","","","","","","RM0134224"
"TG 48:3","purple","3.67_818.72","SKGWNZXOCSYJQL-BUTYCLJRSA-N","[M+NH4]+",818.724,3.674,"ESI pos","C51H92O6","Glycerolipids","Triradylglycerols","TAG",9543989,9543989,NA,"only_direct","","","","","","RM0065682"
"TG 49:0","purple","4.17_838.79","TTWJTJMWHOYBPQ-ANFMRNGASA-N","[M+NH4]+",838.7864,4.169,"ESI pos","C52H100O6","Glycerolipids","Triradylglycerols","TAG",9543988,9543988,NA,"only_direct","","","","","","RM0065681"
"TG 49:1","purple","4.04_836.77","VYYGQDOPVVYUKW-UKFBYESTSA-N","[M+NH4]+",836.7699,4.043,"ESI pos","C52H98O6","Glycerolipids","Triradylglycerols","TAG",9543991,9543991,NA,"only_direct","","","","","","RM0134226"
"TG 49:2","purple","3.90_839.71_3.91_834.75","QZYSUBAQYSVFNX-PSMULLBHSA-N","[M+Na]+_[M+NH4]+",NA,3.9045,"ESI pos","C52H96O6","Glycerolipids","Triradylglycerols","TAG",9543993,9543993,NA,"only_direct","","","","","","RM0087383"
"TG 50:0","purple","4.25_857.76_4.25_852.80","MARPCPMDFOPPJX-UHFFFAOYSA-N","[M+Na]+_[M+NH4]+",NA,4.2455,"ESI pos","C53H102O6","Glycerolipids","Triradylglycerols","TAG",545588,545588,NA,"only_direct","","","","","","RM0134260"
"TG 51:0","purple","4.31_866.82","YVLSJEQNDDKMQI-UHFFFAOYSA-N","[M+NH4]+",866.8179,4.313,"ESI pos","C54H104O6","Glycerolipids","Triradylglycerols","TAG",138309104,138309104,NA,"only_direct","","","","","","RM0114330"
"TG 51:1 Isomer B","purple","4.17_864.80","OZAXLAGNPZMZAD-BOEMPQCLSA-N","[M+NH4]+",864.8007,4.172,"ESI pos","C54H102O6","Glycerolipids","Triradylglycerols","TAG",9544006,9544006,NA,"only_direct","","","","","","RM0134230"
"TG 52:0","purple","4.37_885.79_4.37_880.83","SDNYRTVJOFMYIW-OIVUAWODSA-N","[M+Na]+_[M+NH4]+",NA,4.3725,"ESI pos","C55H106O6","Glycerolipids","Triradylglycerols","TAG",545690,545690,NA,"only_direct","","","","","","RM0134311"
"FA 15:0 (pentadecylic acid)","red","0.84_241.22","WQEPLUUGTLDZJY-UHFFFAOYSA-N","[M-H]-",241.2172,0.845,"ESI neg","C15H30O2","Fatty Acyls","Fatty acids","Saturated FA",13849,13849,13849,"agree","42504","HMDB0000826","LMFA01010015","C16537","WQEPLUUGTLDZJY-UHFFFAOYSA-N","RM0153573"
"FA 22:0 (behenic acid)","red","1.86_339.33","UKMSUNONTOPOIO-UHFFFAOYSA-N","[M-H]-",339.3268,1.861,"ESI neg","C22H44O2","Fatty Acyls","Fatty acids","Saturated FA",8215,8215,8215,"agree","28941","HMDB0000944","LMFA01010022","C08281","UKMSUNONTOPOIO-UHFFFAOYSA-N","RM0153577"
"FA 23:0","red","2.00_353.34","XEZVDURJDFGERA-UHFFFAOYSA-N","[M-H]-",353.3421,2.003,"ESI neg","C23H46O2","Fatty Acyls","Fatty acids","Saturated FA",17085,17085,17085,"agree","42394","HMDB0001160","LMFA01010023","","XEZVDURJDFGERA-UHFFFAOYSA-N","RM0153578"
"FA 28:0 (montanic acid)","red","2.70_423.42","UTOPWMOLSKOLTQ-UHFFFAOYSA-N","[M-H]-",423.4203,2.697,"ESI neg","C28H56O2","Fatty Acyls","Fatty acids","Saturated FA",10470,10470,10470,"agree","31001","HMDB0002348","LMFA01010028","","UTOPWMOLSKOLTQ-UHFFFAOYSA-N","RM0153582"
"FA 30:0","red","2.96_451.45","VHOCUJPBKOZGJD-UHFFFAOYSA-N","[M-H]-",451.4516,2.965,"ESI neg","C30H60O2","Fatty Acyls","Fatty acids","Saturated FA",10471,10471,10471,"agree","31003","HMDB0030925","LMFA01010030","","VHOCUJPBKOZGJD-UHFFFAOYSA-N","RM0153584"
"FA 32:0","red","3.22_479.48","ICAIHSUWWZJGHD-UHFFFAOYSA-N","[M-H]-",479.4825,3.222,"ESI neg","C32H64O2","Fatty Acyls","Fatty acids","Saturated FA",19255,19255,19255,"agree","76215","","LMFA01010032","","ICAIHSUWWZJGHD-UHFFFAOYSA-N","RM0153586"
"cis-13-docosenoic acid","red","1.23_339.33","DPUOLQHDNGRHBS-UHFFFAOYSA-N","[M+H]+",339.3266,1.226,"ESI pos","C22H42O2","Fatty Acyls","Fatty acids","Unsaturated FA",8216,8216,5281116,"disagree","28792","HMDB0002068","LMFA01030089","C08316","DPUOLQHDNGRHBS-KTKRTIGZSA-N","RM0153624"
"Cer 18:0;3O/24:0;(2OH)","red","3.08_684.65","ZFUXWVVVWGWGPQ-UHFFFAOYSA-N","[M+H]+",684.6509,3.079,"ESI pos","C42H85NO5","Sphingolipids","Ceramides","PhytoCer",25203220,25203220,NA,"only_direct","","","","","","RM0048713"
"Cer 20:0;2O/25:0","red","3.64_694.71","ZBKDQSOWRSEUMN-UHFFFAOYSA-N","[M+H]+",694.7075,3.637,"ESI pos","C45H91NO3","Sphingolipids","Ceramides","DHCer",21259863,21259863,134783453,"disagree","","","LMSP02029ASJ","","ZBKDQSOWRSEUMN-JCGOJSMZSA-N","RM0122745"
"Cer 20:0;2O/26:0","red","3.72_708.72","VPEAVPNLCFWDRE-UHFFFAOYSA-N","[M+H]+",708.7214,3.724,"ESI pos","C46H93NO3","Sphingolipids","Ceramides","DHCer",77908705,77908705,70678875,"disagree","66994","","LMSP02020028","","VPEAVPNLCFWDRE-YWPUXERESA-N","RM0135522"
"Cer 20:0;3O/24:0;(2OH)","red","3.30_712.68","INIZVBFJIBJZHK-UHFFFAOYSA-N","[M+H]+",712.6813,3.296,"ESI pos","C44H89NO5","Sphingolipids","Ceramides","PhytoCer",77908714,77908714,NA,"only_direct","","","","","","RM0121964"
"Cer 22:0;2O/26:0","red","3.89_736.75","RWONAHGWHDKVBG-UHFFFAOYSA-N","[M+H]+",736.7535,3.886,"ESI pos","C48H97NO3","Sphingolipids","Ceramides","DHCer",132994873,132994873,134765426,"disagree","","","LMSP02029AYD","","RWONAHGWHDKVBG-KBRGEABDSA-N","RM0002766"
"Cer d44:2","red","3.40_676.66","IBJXLRPUPQTCQS-SJWJHEOESA-N","[M+H]+",676.6576,3.396,"ESI pos","C44H85NO3","Sphingolipids","Ceramides","Cer",138174906,138174906,NA,"only_direct","","","","","","RM0059133"
"Cer d46:1","red","3.67_706.71","VEMKTJHNOOUCRU-UHFFFAOYSA-N","[M+H]+",706.7078,3.665,"ESI pos","C46H91NO3","Sphingolipids","Ceramides","Cer",132994699,132994699,NA,"only_direct","","","","","","RM0120313"
"Cer-NDS d43:0","red","3.46_666.68","DGTRPWXWXHWLIJ-UHFFFAOYSA-N","[M+H]+",666.678,3.456,"ESI pos","C43H87NO3","Sphingolipids","Ceramides","Cer",132994674,132994674,NA,"only_direct","","","","","","RM0121145"
"TG 22:0","royalblue","2.58_600.52","OYJUWYHFGMRWBN-UHFFFAOYSA-N","[M+NH4]+",600.5187,2.582,"ESI pos","C25H46O6","Glycerolipids","Triradylglycerols","TAG",14122755,14122755,NA,"only_direct","-","-","-","-","-","-"
"TG 34:0","royalblue","2.82_628.55","RJHHICMBDSUIHF-UHFFFAOYSA-N","[M+NH4]+",628.5518,2.824,"ESI pos","C37H70O6","Glycerolipids","Triradylglycerols","TAG",164405679,164405679,NA,"only_direct","","","","","","RM0068835"
"TG 36:0","royalblue","3.04_656.58","VMPHSYLJUKZBJJ-UHFFFAOYSA-N","[M+NH4]+",656.5816,3.039,"ESI pos","C39H74O6","Glycerolipids","Triradylglycerols","TAG",10851,10851,NA,"only_direct","","","","","","RM0134264"
"TG 38:0","royalblue","3.25_684.61","SMUUMIRCIBXLGI-UHFFFAOYSA-N","[M+NH4]+",684.613,3.253,"ESI pos","C41H78O6","Glycerolipids","Triradylglycerols","TAG",4589033,4589033,NA,"only_direct","","","","","","RM0065685"
"TG 40:0","royalblue","3.46_712.64","XTHFMIVZMLNNFC-RRHRGVEJSA-N","[M+NH4]+",712.6443,3.459,"ESI pos","C43H82O6","Glycerolipids","Triradylglycerols","TAG",91865738,91865738,NA,"only_direct","","","","","","RM0028305"
"TG 42:1","royalblue","3.47_738.66","PMWOTNASJLOLJE-BNQAGZCGSA-N","[M+NH4]+",738.6605,3.473,"ESI pos","C45H84O6","Glycerolipids","Triradylglycerols","TAG",56937002,56937002,NA,"only_direct","","","","","","RM0134265"
"TG 42:2","royalblue","3.28_736.65","IDWYMMYRNPSLDA-NNBKTNTFSA-N","[M+NH4]+",736.647,3.277,"ESI pos","C45H82O6","Glycerolipids","Triradylglycerols","TAG",56937031,56937031,NA,"only_direct","","","","","","RM0062059"
"TG 54:0","royalblue","4.44_908.86","KKBWDSMULWDHME-UHFFFAOYSA-N","[M+NH4]+",908.8648,4.441,"ESI pos","C57H110O6","Glycerolipids","Triradylglycerols","TAG",131756478,131756478,NA,"only_direct","","","","","","RM0064164"
"MGDG 16:0_20:5","saddlebrown","2.13_821.54","GIEIKQLTPYMKIQ-LPNQNMOLSA-N","[M+FA-H]-",821.5394,2.126,"ESI neg","C45H76O10","Glycerolipids","Glycosyldiradylglycerols","MGDG",134732480,134732480,NA,"only_direct","","","","","","RM0074537"
"PC 33:3","saddlebrown","2.06_742.54","MEMAURRDSIYTGR-ASMNEVJASA-N","[M+H]+",742.5372,2.065,"ESI pos","C41H76NO8P","Glycerophospholipids","Glycerophosphocholines","PC",138209411,138209411,NA,"only_direct","","","","","","RM0000871"
"Hex3Cer 18:1;2O/16:0","saddlebrown","2.00_1024.68","MGOOTGNGBOPVIV-UHFFFAOYSA-N","[M+H]+",1024.6803,2.005,"ESI pos","C52H97NO18","Sphingolipids","Glycosphingolipids","Hex3Cer",73657642,73657642,NA,"only_direct","","","","","","RM0134087"
"SM 22:1;2O/12:0","saddlebrown","2.12_747.57","OAUYZGOKCOOZQY-KHDLYOHESA-N","[M+FA-H]-",747.565,2.125,"ESI neg","C39H79N2O6P","Sphingolipids","Phosphosphingolipids","SM",134754404,134754404,145720458,"disagree","","","LMSP03019C9B","","OAUYZGOKCOOZQY-GWQJGLRPSA-N","RM0059240"
"SM 26:0;2O/18:1","saddlebrown","3.32_901.74","SOVXFUWAPHISDA-UHFFFAOYSA-N","[M+Hac-H]-",901.7373,3.318,"ESI neg","C49H99N2O6P","Sphingolipids","Phosphosphingolipids","SM",NA,NA,NA,"both_missing","-","-","-","-","-","-"
"SM d34:1","saddlebrown","2.12_761.58","RWKUXQNLWDTSLO-GWQJGLRPSA-N","[M+Hac-H]-",761.5807,2.124,"ESI neg","C39H79N2O6P","Sphingolipids","Phosphosphingolipids","SM",9939941,9939941,NA,"only_direct","","","","","","RM0134153"
"PC 14:0_16:1","salmon","1.87_704.52","XGGMHQYOVYWRLV-IZNHTBNISA-N","[M+H]+",704.5226,1.874,"ESI pos","C38H74NO8P","Glycerophospholipids","Glycerophosphocholines","PC",24778615,24778615,NA,"only_direct","","","","","","RM0090012"
"PC 16:0_14:0","salmon","2.08_706.54_2.09_728.52","UIXXHROAQSBBOV-UHFFFAOYSA-N","[M+H]+_[M+Na]+",NA,2.0865,"ESI pos","C38H76NO8P","Glycerophospholipids","Glycerophosphocholines","PC",10190333,10190333,NA,"only_direct","","","","","","RM0098405"
"PC 28:0","salmon","1.85_678.51_1.85_700.49","CITGLCJVPOWHKC-UUWRZZSWSA-N","[M+H]+_[M+Na]+",NA,1.8505,"ESI pos","C36H72NO8P","Glycerophospholipids","Glycerophosphocholines","PC",NA,NA,NA,"both_missing","","","","","","RM0134835"
"PC 29:0","salmon","1.97_692.52","GWWAIYISJPUKIW-UHFFFAOYSA-N","[M+H]+",692.5239,1.969,"ESI pos","C37H74NO8P","Glycerophospholipids","Glycerophosphocholines","PC",138165033,138165033,NA,"only_direct","","","","","","RM0000646"
"PC 31:1","salmon","1.99_718.54","QFVHCMLUKNHDSH-WTWBAFHPSA-N","[M+H]+",718.5385,1.986,"ESI pos","C39H76NO8P","Glycerophospholipids","Glycerophosphocholines","PC",24778657,24778657,NA,"only_direct","","","","","","RM0090089"
"PC 32:1","salmon","2.11_732.56_2.11_754.54","QIBZFHLFHCIUOT-NPBIGWJUSA-N","[M+H]+_[M+Na]+",NA,2.108,"ESI pos","C40H78NO8P","Glycerophospholipids","Glycerophosphocholines","PC",6443788,6443788,NA,"only_direct","","","","","","RM0011317"
"PC 32:2","salmon","1.92_730.54","GPWHCUUIQMGELX-VHQDNGOZSA-N","[M+H]+",730.5378,1.917,"ESI pos","C40H76NO8P","Glycerophospholipids","Glycerophosphocholines","PC",24778764,24778764,NA,"only_direct","","","","","","RM0024988"
"PC 33:1","salmon","2.23_746.57","OFRWLQSOUIZELQ-VEAYGOGPSA-N","[M+H]+",746.5701,2.226,"ESI pos","C41H80NO8P","Glycerophospholipids","Glycerophosphocholines","PC",52922442,52922442,NA,"only_direct","","","","","","RM0134891"
"PC 34:3 Isomer B","salmon","1.98_756.55_1.99_778.54","VKVSSDKCKXJFIM-AFYHZPHLSA-N","[M+H]+_[M+Na]+",NA,1.9825,"ESI pos","C42H78NO8P","Glycerophospholipids","Glycerophosphocholines","PC",52923213,52923213,NA,"only_direct","","","","","","RM0134816"
"PI 16:0_16:0","salmon","2.02_809.51","IBUKXRINTKQBRQ-UHFFFAOYSA-N","[M-H]-",809.5143,2.018,"ESI neg","C41H79O13P","Glycerophospholipids","Glycerophosphoinositols","PI",14185941,14185941,24779556,"disagree","73229","HMDB0009778","LMGP06010007","C01194","IBUKXRINTKQBRQ-KCKFLZCVSA-N","RM0135113"
"PC 16:0/9:0 CHO","sienna3","1.01_650.44","PPTNNIINSOQWCE-WJOKGBTCSA-N","[M+H]+",650.4398,1.014,"ESI pos","","Glycerophospholipids","Glycerophosphocholines","PC",46907874,46907874,NA,"only_direct","-","-","-","-","-","-"
"PC 16:0_5-oxovaleryl","sienna3","0.74_594.38","RKIDALSACBQVTN-UHFFFAOYSA-N","[M+H]+",594.3761,0.743,"ESI pos","","Glycerophospholipids","Glycerophosphocholines","PC",9985914,9985914,NA,"only_direct","-","-","-","-","-","-"
"PC 16:0_azealic acid (PCPAz-PC)","sienna3","0.84_666.44","GHQQYDSARXURNG-UHFFFAOYSA-N","[M+H]+",666.436,0.845,"ESI pos","","Glycerophospholipids","Glycerophosphocholines","PC",10995965,10995965,NA,"only_direct","-","-","-","-","-","-"
"PC 16:0_glutaric acid","sienna3","0.66_610.37","CDZVJFRXJAUXPP-UHFFFAOYSA-N","[M+H]+",610.3727,0.664,"ESI pos","","Glycerophospholipids","Glycerophosphocholines","PC",11365502,11365502,NA,"only_direct","-","-","-","-","-","-"
"PC 30:6","sienna3","1.31_716.43","UEAGIABUXIUQCP-OOKUQGPRSA-N","[M+Na]+",716.4263,1.308,"ESI pos","C38H64NO8P","Glycerophospholipids","Glycerophosphocholines","PC",138270043,138270043,NA,"only_direct","","","","","","RM0134836"
